,Unnamed: 0,AB,Age,BB,from,G,H,HR,OPS,PA,R,SB,SO,to,WAR,experience,names,Zero,Year_difference
14664,14664,1,25.205,0,2011,2,0,0,0.0,1,0,0,0,2012,0.0,2,Joel Carreno,0,1
14665,14665,288,29.193,21,2007,180,58,5,0.599,324,48,2,84,2012,1.2,6,Brett Carroll,0,5
14666,14666,0,26.269000000000002,0,2010,4,0,0,,0,0,0,0,2012,0.0,3,Bobby Cassevah,0,2
14667,14667,0,23.174,0,2012,13,0,0,,0,0,0,0,2012,0.0,1,Lendy Castillo,0,0
14668,14668,0,25.134,0,2012,14,0,0,,0,0,0,0,2012,0.0,1,Jaye Chapman,0,0
14669,14669,143,32.18,10,2008,76,29,0,0.521,155,18,12,15,2012,-0.1,3,Justin Christian,0,4
14670,14670,4,33.150999999999996,0,2003,126,1,0,0.5,4,0,0,0,2012,0.1,8,Vinnie Chulk,0,9
14671,14671,385,29.038,26,2007,152,84,14,0.648,421,33,0,110,2012,-1.2,4,Jeff Clement,0,5
14672,14672,7,31.296999999999997,0,2005,442,0,0,0.0,10,0,0,5,2012,0.1,8,Todd Coffey,0,7
14673,14673,8,32.314,0,2004,46,0,0,0.0,9,0,0,5,2012,-0.1,6,Roman Colon,0,8
14674,14674,382,33.233000000000004,21,2002,241,58,0,0.375,473,26,0,130,2012,0.3,11,Aaron Cook,0,10
14675,14675,211,25.191999999999997,11,2011,72,57,6,0.75,226,25,0,36,2012,0.1,2,David Cooper,0,1
14677,14677,18,28.27,1,2012,17,1,0,0.151,21,0,0,10,2012,-0.6,1,Mike Costanzo,0,0
14678,14678,0,25.331,0,2012,0,0,0,,0,0,0,0,2012,0.0,1,Evan Crawford,0,0
14679,14679,0,23.272,0,2012,0,0,0,,0,0,0,0,2012,0.0,1,Casey Crosby,0,0
14680,14680,70,33.309,4,2001,309,8,0,0.319,81,2,0,28,2012,0.0,12,Juan Cruz,0,11
14681,14681,452,26.090999999999998,34,2008,222,99,7,0.628,501,47,4,110,2012,-0.3,5,Aaron Cunningham,0,4
14683,14683,62,25.119,7,2011,25,14,2,0.6709999999999999,71,3,1,9,2012,-0.6,2,James Darnell,0,1
14684,14684,0,26.068,0,2011,0,0,0,,0,0,0,0,2012,0.0,2,Fautino De Los Santos,0,1
14685,14685,0,26.349,0,2010,82,0,0,,0,0,0,0,2012,0.0,3,Enerio Del Rosario,0,2
14686,14686,0,26.303,0,2010,69,0,0,,0,0,0,0,2012,0.0,3,Sam Demel,0,2
14687,14687,15,23.169,1,2012,5,4,0,0.62,17,4,0,5,2012,-0.3,1,Juan Diaz,0,0
14688,14688,5,27.299,0,2011,7,3,0,1.2,5,2,0,2,2012,0.1,2,Brandon Dickson,0,1
14689,14689,2,28.354,0,2008,68,1,0,1.0,2,0,0,1,2012,0.1,4,Tim Dillard,0,4
14690,14690,552,28.029,34,2010,170,142,7,0.672,603,70,12,145,2012,1.4,3,Jason Donald,0,2
14691,14691,527,28.198,40,2009,254,121,20,0.7020000000000001,582,58,3,118,2012,0.5,4,Matt Downs,0,3
14692,14692,2,26.346999999999998,0,2011,27,0,0,0.0,2,0,0,1,2012,0.0,2,Steve Edlefsen,0,1
14693,14693,0,29.016,0,2009,1,0,0,,0,0,0,0,2012,0.0,2,Jack Egbert,0,3
14694,14694,2,28.348000000000003,0,2008,37,0,0,0.0,3,0,0,1,2012,0.0,5,Mike Ekstrom,0,4
14695,14695,276,31.295,17,2005,90,56,15,0.674,299,31,1,109,2012,-1.3,4,Brad Eldred,0,7
14696,14696,30,26.125999999999998,2,2010,24,2,0,0.192,36,1,0,15,2012,-0.2,3,John Ely,0,2
14697,14697,18,25.233,3,2012,9,1,0,0.24600000000000002,22,2,0,5,2012,-0.2,1,Luis Exposito,0,0
14698,14698,9,26.213,1,2011,14,1,0,0.311,10,1,1,2,2012,-0.1,2,Eric Farris,0,1
14699,14699,0,26.316999999999997,0,2012,20,0,0,,0,0,0,0,2012,0.0,1,C.J. Fick,0,0
14700,14700,937,27.343000000000004,58,2007,311,226,23,0.6629999999999999,1014,84,1,238,2012,1.0,5,Jesus Flores,0,5
14701,14701,1413,32.05,140,2005,582,374,27,0.7340000000000001,1586,175,17,289,2012,4.5,7,Mike Fontenot,0,7
14702,14702,1585,36.048,154,2003,519,425,35,0.7440000000000001,1795,235,48,249,2012,8.4,6,Lew Ford,0,9
14703,14703,1,36.365,0,2001,437,0,0,0.0,1,0,0,0,2012,0.3,12,Brian Fuentes,0,11
14704,14704,1929,35.038000000000004,307,2008,596,498,42,0.754,2276,264,29,402,2012,4.3,5,Kosuke Fukudome,0,4
14705,14705,31,30.217,3,2007,18,0,0,0.08800000000000001,36,2,0,16,2012,-0.3,6,Armando Galarraga,0,5
14706,14706,240,26.28,24,2008,106,55,6,0.6709999999999999,269,23,4,82,2012,-0.2,5,Mat Gamel,0,4
14707,14707,0,27.04,0,2012,13,0,0,,0,0,0,0,2012,0.0,1,Christian Garcia,0,0
14708,14708,2,27.291,0,2011,1,0,0,0.0,2,0,0,1,2012,0.0,2,Graham Godfrey,0,1
14709,14709,102,28.024,8,2012,37,28,2,0.746,111,14,0,26,2012,-0.1,1,Mauro Gomez,0,0
14710,14710,2,28.250999999999998,0,2012,10,0,0,0.0,2,1,0,2,2012,-0.1,1,Tyler Graham,0,0
14711,14711,0,30.281,0,2008,11,0,0,,0,0,0,0,2012,0.0,5,Jeff Gray,0,4
14712,14712,140,25.336,10,2011,78,29,3,0.609,154,10,0,30,2012,-0.3,2,Taylor Green,0,1
14713,14713,1,31.224,0,2005,2,0,0,0.5,2,0,0,1,2012,0.0,2,Adam Greenberg,0,7
14714,14714,3,29.151999999999997,0,2009,7,0,0,0.0,3,0,0,1,2012,0.0,3,Eric Hacker,0,3
14715,14715,3334,32.156,286,2002,1053,827,125,0.7440000000000001,3674,450,62,971,2012,9.5,11,Bill Hall,0,10
14716,14716,9,32.131,1,2006,88,0,0,0.1,11,2,0,3,2012,-0.1,4,Justin Hampson,0,6
14717,14717,2441,34.001999999999995,306,2001,1046,580,39,0.6729999999999999,2816,365,107,500,2012,3.4,12,Willie Harris,0,11
14718,14718,87,33.033,4,2005,265,8,0,0.247,101,2,1,46,2012,-0.2,7,Clay Hensley,0,7
14719,14719,2012,28.087,216,2005,632,517,65,0.7490000000000001,2261,248,22,517,2012,2.7,8,Jeremy Hermida,0,7
14721,14721,267,28.061,14,2007,122,65,3,0.58,292,22,6,46,2012,-0.1,5,Luis Hernandez,0,5
14722,14722,7,26.238000000000003,0,2010,91,0,0,0.0,7,0,0,6,2012,-0.1,3,David Herndon,0,2
14723,14723,45,31.154,6,2004,35,3,0,0.259,67,3,0,19,2012,0.0,7,Shawn Hill,0,8
14724,14724,13,27.186,0,2010,10,3,1,0.769,13,2,0,4,2012,0.1,2,Steven Hill,0,2
14725,14725,1,29.301,0,2008,84,0,0,0.0,1,0,0,1,2012,0.0,3,Alex Hinshaw,0,4
14726,14726,0,31.084,0,2011,1,0,0,,0,0,0,0,2012,0.0,2,Tommy Hottovy,0,1
14727,14727,4825,34.296,483,2002,1345,1319,93,0.752,5413,648,85,825,2012,30.9,11,Orlando Hudson,0,10
14728,14728,6104,35.288000000000004,571,2000,1681,1699,242,0.8059999999999999,6786,806,37,907,2012,20.2,13,Aubrey Huff,0,12
14729,14729,317,27.271,24,2010,106,69,8,0.609,348,32,4,92,2012,0.5,3,Luke Hughes,0,2
14730,14730,0,33.076,0,2010,77,0,0,,0,0,0,0,2012,0.0,3,Ryota Igarashi,0,2
14732,14732,1949,31.339000000000002,170,2005,569,493,100,0.7859999999999999,2140,248,5,492,2012,-2.4,7,Mike Jacobs,0,7
14733,14733,17,30.139,1,2012,7,1,0,0.17,18,0,0,4,2012,-0.3,1,Luis Jimenez,0,0
14734,14734,2698,33.282,522,2001,832,723,95,0.84,3316,430,29,572,2012,14.6,10,Nick Johnson,0,11
14737,14737,411,28.068,49,2008,126,91,15,0.687,465,45,1,95,2012,-0.3,4,Kila Ka'aihue,0,4
14738,14738,145,30.006999999999998,8,2006,117,13,0,0.239,169,10,0,79,2012,-0.4,7,Jeff Karstens,0,6
14740,14740,1,33.184,0,2006,45,0,0,0.0,1,0,0,1,2012,0.0,5,Josh Kinney,0,6
14741,14741,51,24.234,6,2012,30,11,0,0.509,58,5,0,5,2012,-0.3,1,Erik Komatsu,0,0
14742,14742,535,29.333000000000002,61,2008,195,139,21,0.764,599,66,4,182,2012,-0.1,3,Bryan LaHair,0,4
14743,14743,967,27.268,82,2009,291,230,31,0.6940000000000001,1068,106,3,223,2012,-0.9,4,Matt LaPorta,0,3
14745,14745,1562,31.298000000000002,170,2006,535,415,27,0.747,1763,261,53,390,2012,4.3,7,Fred Lewis,0,6
14746,14746,7,35.176,0,2002,578,2,0,0.7140000000000001,7,0,0,4,2012,0.4,11,Brad Lidge,0,10
14747,14747,12,24.01,0,2012,9,3,0,0.5,12,1,0,5,2012,-0.2,1,Che-Hsuan Lin,0,0
14748,14748,3841,28.314,150,2004,1036,1005,92,0.688,4089,421,25,471,2012,10.1,9,Jose Lopez,0,8
14749,14749,145,36.13,3,2000,91,9,0,0.149,159,4,0,75,2012,-1.4,11,Rodrigo Lopez,0,12
14750,14750,1,33.03,0,2002,16,0,0,0.0,1,0,0,0,2012,0.0,5,Shane Loux,0,10
14751,14751,794,32.198,55,2004,339,208,15,0.6990000000000001,867,104,23,159,2012,0.0,7,Hector Luna,0,8
14752,14752,0,35.056,0,2001,149,0,0,,0,0,0,0,2012,0.2,12,Mike MacDougal,0,11
14753,14753,977,30.0,112,2006,359,242,10,0.6709999999999999,1117,122,15,222,2012,1.4,6,Mitch Maier,0,6
14754,14754,2,27.241999999999997,0,2010,39,0,0,0.0,2,0,0,1,2012,0.0,3,Scott Maine,0,2
14755,14755,63,33.147,9,2006,29,10,3,0.578,74,3,1,24,2012,-0.1,4,Carlos Maldonado,0,6
14756,14756,19,28.11,1,2009,22,4,0,0.461,24,1,0,6,2012,0.1,4,Matt Maloney,0,3
14757,14757,1,26.038,0,2011,3,0,0,0.0,1,0,0,0,2012,0.0,2,Luis Marte,0,1
14758,14758,77,27.178,8,2011,32,14,1,0.536,87,8,1,18,2012,-0.4,2,Luis Martinez,0,1
14759,14759,493,30.07,34,2008,229,108,14,0.628,537,49,7,112,2012,-2.4,4,Joe Mather,0,4
14760,14760,4442,38.04,547,2003,1236,1253,175,0.8220000000000001,5066,656,13,689,2012,21.3,10,Hideki Matsui,0,9
14761,14761,5,26.248,0,2012,3,0,0,0.0,5,0,0,2,2012,-0.2,1,Kevin Mattison,0,0
14762,14762,136,30.246,8,2008,76,36,2,0.654,152,16,1,30,2012,0.3,3,Edwin Maysonet,0,4
14763,14763,4,27.139,0,2010,35,1,0,0.5,4,0,0,1,2012,0.0,3,Mike McClendon,0,2
14764,14764,336,31.184,37,2009,170,64,3,0.529,380,46,21,69,2012,0.7,4,Mike McCoy,0,3
14765,14765,5,24.323,1,2012,10,0,0,0.16699999999999998,6,0,0,3,2012,0.0,1,Kyle McPherson,0,0
14767,14767,0,25.063000000000002,0,2012,1,0,0,,0,0,0,0,2012,0.0,1,D.J. Mitchell,0,0
14768,14768,385,28.32,28,2006,152,93,16,0.7120000000000001,430,40,3,105,2012,-0.8,5,Scott Moore,0,6
14769,14769,30,30.103,1,2006,24,4,0,0.295,37,0,0,11,2012,0.0,7,Dustin Moseley,0,6
14772,14772,13,29.186,0,2008,9,1,0,0.154,14,0,0,9,2012,-0.1,5,Jeff Niemann,0,4
14773,14773,233,28.011999999999997,16,2011,71,50,0,0.503,254,14,2,44,2012,-2.4,2,Tsuyoshi Nishioka,0,1
14774,14774,0,25.253,0,2010,35,0,0,,0,0,0,0,2012,0.0,3,Jordan Norberto,0,2
14775,14775,5,34.319,1,2000,342,2,0,0.9,7,0,0,2,2012,0.4,10,Will Ohman,0,12
14776,14776,444,31.125,26,2003,218,102,2,0.5660000000000001,484,53,6,90,2012,-1.6,6,Ray Olmedo,0,9
14777,14777,6,28.295,0,2007,11,1,0,0.31,9,1,0,2,2012,0.1,6,Garrett Olson,0,5
14778,14778,205,29.21,8,2007,174,58,9,0.813,219,27,0,72,2012,3.3,6,Micah Owings,0,5
14780,14780,10,33.066,1,2008,9,2,0,0.473,12,1,0,5,2012,0.2,5,Matt Palmer,0,4
14781,14781,0,29.015,0,2006,9,0,0,,0,0,0,0,2012,0.0,5,David Pauley,0,6
14782,14782,1867,31.078000000000003,145,2005,573,508,33,0.7,2032,181,4,328,2012,5.3,8,Ronny Paulino,0,7
14784,14784,6,28.159000000000002,0,2009,35,0,0,0.0,6,0,0,5,2012,-0.1,3,Luis Perdomo,0,3
14785,14785,1,29.346,0,2006,24,0,0,0.0,1,0,0,1,2012,0.2,7,Rafael Perez,0,6
14786,14786,0,25.107,0,2009,11,0,0,,0,0,0,0,2012,0.1,4,Ryan Perry,0,3
14787,14787,469,26.177,52,2010,181,103,2,0.608,539,48,15,113,2012,-1.4,3,Bryan Petersen,0,2
14788,14788,10,27.07,1,2012,8,3,1,1.064,11,4,0,4,2012,0.0,1,Denis Phipps,0,0
14789,14789,3906,36.199,333,2001,1079,1096,42,0.7190000000000001,4346,563,309,630,2012,6.9,11,Scott Podsednik,0,11
14790,14790,0,27.16,0,2012,0,0,0,,0,0,0,0,2012,0.0,1,Stu Pomeranz,0,0
14791,14791,1,24.359,0,2012,18,0,0,0.0,1,0,0,1,2012,0.0,1,Elvin Ramirez,0,0
14792,14792,700,31.115,52,2005,360,157,16,0.64,779,105,27,195,2012,1.2,7,Jason Repko,0,7
14793,14793,399,29.125999999999998,35,2010,130,106,2,0.6709999999999999,449,54,2,45,2012,0.4,3,Will Rhymes,0,2
14794,14794,6,32.306,0,2008,3,0,0,0.0,6,0,0,5,2012,-0.1,4,Scott Richmond,0,4
14795,14795,3471,34.092,253,2001,1058,950,132,0.7659999999999999,3787,425,17,448,2012,9.5,12,Juan Rivera,0,11
14796,14796,288,25.031999999999996,22,2011,90,62,5,0.602,319,28,7,104,2012,-0.2,2,Trayvon Robinson,0,1
14797,14797,10,24.147,0,2011,42,1,0,0.2,12,0,0,5,2012,-0.1,2,Aneury Rodriguez,0,1
14798,14798,5,26.249000000000002,2,2012,2,1,1,1.229,7,1,0,3,2012,0.2,1,Eddy Rodriguez,0,0
14799,14799,16,26.214000000000002,0,2010,12,4,0,0.625,18,2,0,6,2012,0.1,2,Mark Rogers,0,2
14802,14802,97,32.178000000000004,10,2006,62,16,3,0.54,110,14,5,24,2012,-0.7,5,Vinny Rottino,0,6
14803,14803,2,42.229,0,2006,276,0,0,0.0,2,0,0,2,2012,0.1,7,Takashi Saito,0,6
14804,14804,11,33.341,0,2006,182,1,0,0.182,12,1,0,3,2012,0.1,7,Brian Sanches,0,6
14805,14805,248,33.157,9,2000,117,40,1,0.42100000000000004,279,11,0,78,2012,0.8,12,Johan Santana,0,12
14806,14806,0,25.348000000000003,0,2009,25,0,0,,0,0,0,0,2012,0.0,4,Daniel Schlereth,0,3
14807,14807,15,28.06,2,2010,8,1,0,0.243,17,1,0,2,2012,-0.3,2,Konrad Schmidt,0,2
14808,14808,3165,35.271,331,2000,1048,781,67,0.6890000000000001,3570,284,4,526,2012,6.7,13,Brian Schneider,0,12
14809,14809,1,26.182,0,2011,43,0,0,0.0,1,0,0,1,2012,0.0,2,Michael Schwimer,0,1
14810,14810,10,25.250999999999998,1,2011,7,2,0,0.473,11,1,0,3,2012,0.1,2,Chris Schwinden,0,1
14811,14811,3,28.355999999999998,0,2007,7,0,0,0.0,5,0,0,2,2012,-0.1,3,Chris Seddon,0,5
14812,14812,0,27.088,0,2012,1,0,0,,0,0,0,0,2012,0.0,1,Leyson Septimo,0,0
14813,14813,449,34.077,19,2001,222,34,0,0.196,513,12,0,212,2012,-2.8,10,Ben Sheets,0,11
14814,14814,0,34.356,1,2004,160,0,0,,1,0,0,0,2012,0.3,9,George Sherrill,0,8
14815,14815,0,32.141999999999996,0,2006,202,0,0,,0,0,0,0,2012,0.1,7,Doug Slaten,0,6
14816,14816,8,26.354,0,2011,7,0,0,0.0,8,0,0,4,2012,-0.3,2,Nate Spears,0,1
14817,14817,0,24.11,0,2011,50,0,0,,0,0,0,0,2012,0.0,2,Josh Spence,0,1
14818,14818,2,26.002,0,2011,4,0,0,0.0,2,0,0,2,2012,0.0,2,Zach Stewart,0,1
14820,14820,281,29.03,19,2009,128,72,4,0.708,308,38,0,88,2012,0.1,4,Drew Sutton,0,3
14821,14821,0,36.275,0,2011,4,0,0,,0,0,0,0,2012,0.0,2,Yoshinori Tateyama,0,1
14822,14822,0,26.046,0,2012,0,0,0,,0,0,0,0,2012,0.0,1,Andrew Taylor,0,0
14823,14823,3246,32.301,285,2005,899,911,17,0.691,3615,446,121,383,2012,6.4,8,Ryan Theriot,0,7
14824,14824,1,28.25,0,2008,10,0,0,0.0,1,0,0,1,2012,0.0,3,Justin Thomas,0,4
14826,14826,23,33.163000000000004,0,2004,29,2,0,0.247,25,6,7,5,2012,-0.5,2,Rich Thompson,0,8
14827,14827,0,27.296999999999997,0,2007,1,0,0,,0,0,0,0,2012,0.0,6,Rich Thompson,0,5
14828,14828,1272,36.207,147,2004,468,281,18,0.618,1482,120,5,286,2012,1.2,9,Matt Treanor,0,8
14829,14829,0,29.255,0,2011,23,0,0,,0,0,0,0,2012,0.0,2,Jose Valdez,0,1
14830,14830,1142,34.135999999999996,69,2004,439,270,6,0.594,1240,131,17,173,2012,-0.5,7,Wilson Valdez,0,8
14831,14831,47,27.134,1,2007,37,1,0,0.063,54,1,0,31,2012,-0.5,6,Rick van den Hurk,0,5
14832,14832,2,28.329,0,2009,134,0,0,0.0,2,0,0,1,2012,0.1,4,Esmerling Vasquez,0,3
14833,14833,1,27.197,0,2010,219,0,0,0.0,1,0,0,1,2012,0.1,3,Jonny Venters,0,2
14834,14834,0,25.098000000000003,0,2012,0,0,0,,0,0,0,0,2012,0.0,1,Ryan Verdugo,0,0
14835,14835,99,23.037,7,2012,36,12,2,0.395,109,7,2,33,2012,-1.3,1,Josh Vitters,0,0
14837,14837,2,29.119,1,2008,86,0,0,0.33299999999999996,3,0,0,1,2012,0.1,4,Cory Wade,0,4
14838,14838,0,26.340999999999998,0,2011,0,0,0,,0,0,0,0,2012,0.0,2,Kyle Waldrop,0,1
14839,14839,5,25.225,0,2011,4,0,0,0.0,6,1,0,1,2012,-0.1,2,Kyle Weiland,0,1
14841,14841,146,29.303,5,2008,91,25,0,0.40399999999999997,178,8,0,37,2012,0.2,5,Randy Wells,0,4
14842,14842,12,25.221,0,2012,8,1,0,0.16699999999999998,14,0,0,4,2012,0.0,1,Andrew Werner,0,0
14844,14844,41,24.031999999999996,0,2011,34,6,2,0.484,47,3,0,18,2012,0.2,2,Alex White,0,1
14845,14845,4890,34.196999999999996,270,2001,1370,1294,61,0.6709999999999999,5339,565,43,619,2012,23.5,12,Jack Wilson,0,11
14847,14847,58,29.254,4,2011,25,11,0,0.478,63,6,0,15,2012,-0.4,2,Matt Young,0,1
14848,14848,693,31.112,10,2001,365,165,24,0.636,744,75,1,240,2012,6.3,12,Carlos Zambrano,0,11
14849,14849,140,26.136999999999997,9,2013,43,27,2,0.537,152,10,0,43,2013,-0.2,1,David Adams,0,0
14850,14850,0,25.149,0,2013,4,0,0,,0,0,0,0,2013,0.0,1,Steve Ames,0,0
14852,14852,0,30.058000000000003,0,2009,17,0,0,,0,0,0,0,2013,0.0,4,Jairo Asencio,0,4
14853,14853,14,35.26,0,2003,389,4,0,0.643,17,0,0,3,2013,0.4,9,Luis Ayala,0,10
14854,14854,2,26.151999999999997,0,2013,1,0,0,0.0,2,0,0,1,2013,0.0,1,Brandon Bantz,0,0
14855,14855,2,27.305999999999997,0,2009,15,0,0,0.0,2,0,0,1,2013,0.1,5,Daniel Bard,0,4
14856,14856,0,25.268,0,2012,2,0,0,,0,0,0,0,2013,0.0,2,Scott Barnes,0,1
14857,14857,4505,34.309,636,2003,1278,1200,222,0.841,5258,737,95,1216,2013,24.3,11,Jason Bay,0,10
14858,14858,0,24.359,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Mike Belfiore,0,0
14859,14859,1,27.193,0,2011,2,0,0,0.0,1,0,0,0,2013,0.0,3,Duane Below,0,2
14860,14860,40,23.326,0,2013,22,10,0,0.5429999999999999,42,7,1,5,2013,0.0,1,Engel Beltre,0,0
14862,14862,4052,31.241,143,2005,1156,1057,80,0.6729999999999999,4278,437,30,435,2013,-2.5,9,Yuniesky Betancourt,0,8
14863,14863,2093,31.314,211,2001,805,558,75,0.774,2335,264,9,612,2013,3.0,11,Wilson Betemit,0,12
14864,14864,5,30.313000000000002,0,2004,12,1,0,0.4,5,0,0,3,2013,0.0,4,Travis Blackley,0,9
14866,14866,27,29.224,0,2008,232,1,0,0.111,30,1,0,14,2013,-0.1,6,Mitchell Boggs,0,5
14867,14867,30,30.328000000000003,0,2003,15,1,0,0.067,31,1,0,18,2013,-0.2,9,Jeremy Bonderman,0,10
14868,14868,2,34.233000000000004,0,2003,15,0,0,0.0,2,0,0,2,2013,0.0,7,Chris Bootcheck,0,10
14869,14869,28,33.277,1,2010,17,7,0,0.586,30,2,0,8,2013,0.0,4,J.C. Boscan,0,3
14870,14870,2,26.359,0,2008,64,0,0,0.0,2,0,0,2,2013,0.0,6,Michael Bowden,0,5
14871,14871,0,26.031999999999996,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Ryan Brasier,0,0
14872,14872,0,25.092,0,2013,4,0,0,,0,0,0,0,2013,0.0,1,Charles Brewer,0,0
14873,14873,102,29.194000000000003,5,2010,40,23,0,0.57,109,9,0,11,2013,-0.1,2,Jordan Brown,0,3
14874,14874,8,25.29,0,2013,6,1,0,0.25,10,0,0,6,2013,0.0,1,Hiram Burgos,0,0
14875,14875,2,31.002,0,2009,75,0,0,0.0,2,0,0,1,2013,0.0,2,Greg Burke,0,4
14876,14876,0,25.307,0,2010,17,0,0,,0,0,0,0,2013,0.1,4,Alex Burnett,0,3
14877,14877,1,25.33,0,2012,17,0,0,0.0,1,0,0,1,2013,0.0,2,Cory Burns,0,1
14878,14878,263,33.149,9,2004,157,34,0,0.32,301,18,0,96,2013,-0.3,9,Dave Bush,0,9
14880,14880,0,24.337,0,2012,32,0,0,,0,0,0,0,2013,0.0,2,Alberto Cabrera,0,1
14881,14881,3671,39.221,410,2002,1275,1000,13,0.687,4225,560,74,581,2013,16.7,12,Jamey Carroll,0,11
14882,14882,177,32.09,5,2009,92,42,6,0.613,187,16,7,52,2013,0.3,4,Matt Carson,0,4
14883,14883,0,24.217,1,2012,30,0,0,,1,1,0,0,2013,0.1,2,Robert Carson,0,1
14884,14884,41,27.055999999999997,0,2012,24,7,2,0.5760000000000001,43,5,0,13,2013,-0.6,2,Alex Castellanos,0,1
14885,14885,88,26.355999999999998,8,2011,84,19,0,0.584,99,11,2,30,2013,-0.2,3,Adron Chambers,0,2
14886,14886,38,32.010999999999996,1,2013,16,4,0,0.26,40,1,0,15,2013,-0.2,1,Cody Clark,0,0
14887,14887,0,29.294,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Zach Clark,0,0
14888,14888,0,28.309,0,2010,6,0,0,,0,0,0,0,2013,0.0,3,Robert Coello,0,3
14889,14889,29,41.172,3,2003,120,0,0,0.094,33,1,0,18,2013,-0.2,11,Jose Contreras,0,10
14890,14890,10,30.298000000000002,2,2006,340,0,0,0.16699999999999998,13,0,0,7,2013,0.1,7,Manny Corpas,0,7
14891,14891,179,28.107,12,2010,135,32,2,0.515,193,15,2,61,2013,-0.5,4,Scott Cousins,0,3
14892,14892,1,31.359,0,2004,31,0,0,0.0,1,0,0,1,2013,0.2,10,Jesse Crain,0,9
14893,14893,818,29.316,60,2009,265,196,4,0.615,894,94,35,160,2013,0.0,4,Trevor Crowe,0,4
14894,14894,610,29.162,24,2008,195,143,7,0.589,652,57,4,78,2013,1.4,5,Luis Cruz,0,5
14895,14895,1,26.331999999999997,0,2012,49,0,0,0.0,1,0,0,1,2013,0.0,2,Rhiner Cruz,0,1
14896,14896,3,26.035,1,2013,5,0,0,0.4,5,0,0,1,2013,0.0,1,Jermaine Curtis,0,0
14897,14897,0,26.349,0,2013,10,0,0,,0,0,0,0,2013,0.0,1,Erik Davis,0,0
14898,14898,0,27.285,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Jose De La Torre,0,0
14899,14899,0,28.228,0,2012,0,0,0,,0,0,0,0,2013,0.0,2,Cole De Vries,0,1
14902,14902,1119,27.241999999999997,107,2008,426,288,21,0.705,1247,118,7,194,2013,1.9,6,Blake DeWitt,0,5
14903,14903,1881,35.076,106,2003,736,546,45,0.767,2052,212,33,378,2013,3.7,11,Matt Diaz,0,10
14904,14904,971,27.248,76,2011,297,268,24,0.745,1063,150,13,173,2013,4.2,3,Andy Dirks,0,2
14905,14905,0,25.136,0,2011,40,0,0,,0,0,0,0,2013,0.0,3,Rafael Dolis,0,2
14907,14907,885,33.21,97,2007,330,200,43,0.7240000000000001,997,117,2,243,2013,0.9,7,Shelley Duncan,0,6
14909,14909,0,25.171,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Chris Dwyer,0,0
14910,14910,45,27.046,2,2010,26,10,1,0.561,52,2,0,11,2013,0.3,4,Barry Enright,0,3
14911,14911,0,27.177,0,2011,8,0,0,,0,0,0,0,2013,0.0,3,Cody Eppley,0,2
14912,14912,9,26.316,0,2010,76,0,0,0.0,11,0,0,6,2013,-0.1,4,Edgmer Escalona,0,3
14913,14913,6,37.034,2,2002,463,0,0,0.25,9,0,0,2,2013,0.3,9,Pedro Feliciano,0,11
14914,14914,1579,31.206,146,2007,563,400,50,0.741,1771,199,30,325,2013,2.2,7,Ben Francisco,0,6
14915,14915,0,26.177,0,2013,1,0,0,,0,0,0,0,2013,0.0,1,Justin Freeman,0,0
14917,14917,175,33.251,10,2000,102,24,1,0.353,209,12,0,65,2013,0.3,13,Jon Garland,0,13
14918,14918,5,24.098000000000003,1,2013,3,0,0,0.16699999999999998,6,1,0,3,2013,0.0,1,John Gast,0,0
14919,14919,65,30.145,4,2003,140,2,0,0.11800000000000001,74,1,0,34,2013,-0.3,11,Chad Gaudin,0,10
14920,14920,88,30.274,7,2006,37,19,2,0.61,100,9,0,29,2013,0.3,4,Hector Gimenez,0,7
14921,14921,950,30.092,45,2007,426,227,4,0.59,1023,97,2,130,2013,-0.4,7,Alberto Gonzalez,0,6
14922,14922,72,30.090999999999998,2,2003,89,12,0,0.381,83,1,0,18,2013,0.0,10,Edgar Gonzalez,0,10
14923,14923,9,22.299,0,2013,5,2,0,0.444,9,0,0,3,2013,0.0,1,Miguel Gonzalez,0,0
14924,14924,3,35.128,0,2003,408,1,0,1.0,3,0,0,0,2013,0.3,11,Mike Gonzalez,0,10
14925,14925,1078,34.258,80,2004,417,254,17,0.649,1220,147,6,286,2013,-0.2,8,Nick Green,0,9
14926,14926,675,29.289,52,2009,288,151,17,0.645,746,86,28,201,2013,-0.6,5,Tyler Greene,0,4
14927,14927,95,32.241,4,2004,48,20,1,0.529,102,14,10,17,2013,0.5,5,Freddy Guzman,0,9
14928,14928,4058,36.118,598,2002,1183,1107,213,0.8740000000000001,4782,619,11,976,2013,24.8,12,Travis Hafner,0,11
14931,14931,101,26.114,5,2013,42,24,4,0.687,111,9,0,31,2013,0.0,1,Sean Halton,0,0
14932,14932,17,31.212,0,2007,340,4,0,0.706,21,3,0,5,2013,0.4,7,Joel Hanrahan,0,6
14933,14933,187,27.031,5,2009,102,11,0,0.142,225,5,0,92,2013,-1.8,5,Tommy Hanson,0,4
14934,14934,1694,32.318000000000005,132,2004,529,434,33,0.695,1876,208,5,343,2013,-0.4,8,Brendan Harris,0,9
