,Unnamed: 0,AB,Age,BB,from,G,H,HR,OPS,PA,R,SB,SO,to,WAR,experience,names,Zero,Year_difference
13726,13726,109,33.244,2,2002,95,19,0,0.373,116,10,0,34,2007,0.3,4,Jason Simontacchi,0,5
13727,13727,1,24.134,0,2005,7,0,0,0.0,1,0,0,1,2007,0.1,3,Andy Sisco,0,2
13728,13728,705,30.197,82,2004,291,174,25,0.745,803,81,6,151,2007,0.5,4,Terrmel Sledge,0,3
13729,13729,0,27.314,0,2006,24,0,0,,0,0,0,0,2007,0.0,2,Matt Smith,0,1
13732,13732,0,30.093000000000004,0,2003,62,0,0,,0,0,0,0,2007,0.1,4,Chris Spurling,0,4
13733,13733,0,28.191,1,2001,55,0,0,,1,0,0,0,2007,0.0,7,Jason Standridge,0,6
13734,13734,2,30.184,0,2003,1,0,0,0.0,3,0,0,2,2007,0.0,3,Jason Stanford,0,4
13737,13737,3,27.046,0,2007,9,0,0,0.0,3,0,4,0,2007,0.0,1,Mel Stocker,0,0
13738,13738,10,32.143,0,2001,210,0,0,0.0,11,0,0,4,2007,0.0,6,Ricky Stone,0,6
13739,13739,0,25.324,0,2006,0,0,0,,0,0,0,0,2007,0.0,2,Jordan Tata,0,1
13740,13740,551,27.135,47,2003,243,129,14,0.675,625,66,17,161,2007,-0.7,5,Luis Terrero,0,4
13741,13741,65,28.011999999999997,9,2006,41,14,1,0.665,75,9,2,22,2007,-0.3,2,Kevin Thompson,0,1
13742,13742,27,26.278000000000002,1,2006,25,4,0,0.327,31,2,0,13,2007,0.1,2,Mike Thompson,0,1
13744,13744,415,25.267,19,2006,175,92,16,0.667,440,50,2,91,2007,-1.0,2,Scott Thorman,0,1
13745,13745,0,27.168000000000003,0,2004,2,0,0,,0,0,0,0,2007,0.0,2,Lino Urdaneta,0,3
13747,13747,0,25.089000000000002,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Jamie Vermilyea,0,0
13748,13748,4,24.295,0,2003,146,1,0,0.5,5,1,0,2,2007,0.2,5,Ryan Wagner,0,4
13751,13751,28,27.065,4,2007,9,10,0,0.795,32,2,1,4,2007,0.4,1,Tommy Watkins,0,0
13752,13752,86,25.268,6,2005,40,17,1,0.529,96,10,2,12,2007,-0.4,3,Brandon Watson,0,2
13757,13757,123,28.195999999999998,4,2001,80,15,1,0.319,137,5,0,65,2007,-0.2,6,David Williams,0,6
13761,13761,2010,30.162,198,2001,698,527,99,0.8270000000000001,2311,303,14,643,2007,3.5,7,Craig Wilson,0,6
13764,13764,5,27.155,0,2003,7,0,0,0.0,5,0,0,2,2007,0.0,5,Mike Wood,0,4
13765,13765,0,24.234,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Chase Wright,0,0
13767,13767,19,27.354,1,2006,21,4,0,0.461,22,1,0,8,2007,0.1,2,Shane Youman,0,1
13768,13768,73,32.055,0,2001,49,9,0,0.3,82,3,0,28,2007,-0.2,7,Victor Zambrano,0,6
13769,13769,0,24.233,0,2007,4,0,0,,0,0,0,0,2007,0.0,1,Mauro Zarate,0,0
13770,13770,386,28.075,21,2006,180,86,9,0.629,421,65,18,123,2008,-0.2,3,Reggie Abercrombie,0,2
13771,13771,1,31.028000000000002,0,2003,59,0,0,0.0,1,0,0,1,2008,0.0,6,Jon Adkins,0,5
13772,13772,230,29.138,16,2004,149,53,3,0.624,248,26,2,61,2008,-0.8,4,Chris Aguila,0,4
13774,13774,189,28.284000000000002,23,2005,80,44,4,0.665,218,28,4,48,2008,0.0,3,Chip Ambres,0,3
13775,13775,57,23.173000000000002,5,2008,21,11,1,0.573,65,6,0,11,2008,-0.3,1,Matt Antonelli,0,0
13776,13776,423,34.08,42,2000,165,87,8,0.603,488,50,2,124,2008,0.3,5,Danny Ardoin,0,8
13778,13778,30,28.122,1,2004,24,5,1,0.494,39,2,0,8,2008,0.3,4,Cha-Seung Baek,0,4
13779,13779,43,25.284000000000002,4,2008,14,11,0,0.598,47,1,0,7,2008,-0.3,1,Jeff Baisley,0,0
13780,13780,59,24.25,2,2008,17,12,1,0.5429999999999999,63,4,0,15,2008,-0.5,1,Wes Bankston,0,0
13781,13781,3,24.265,0,2008,3,0,0,0.0,3,0,0,1,2008,0.0,1,Jimmy Barthmaier,0,0
13782,13782,0,31.171,0,2001,14,0,0,,0,0,0,0,2008,0.1,7,Rick Bauer,0,7
13783,13783,5,28.031,0,2006,34,0,0,0.0,6,0,0,3,2008,-0.1,2,T.J. Beam,0,2
13784,13784,4,28.269000000000002,0,2002,52,1,0,0.5,4,0,0,1,2008,0.0,3,Francis Beltran,0,6
13787,13787,0,24.198,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Randor Bierd,0,0
13788,13788,0,27.267,0,2006,4,0,0,,0,0,0,0,2008,0.0,3,Kurt Birkins,0,2
13789,13789,19,28.136,2,2006,32,4,1,0.7070000000000001,21,3,0,9,2008,0.3,2,T.J. Bohn,0,2
13792,13792,282,27.276,38,2005,93,65,5,0.669,326,33,1,108,2008,0.3,4,Jason Botts,0,3
13793,13793,378,27.213,48,2003,216,79,9,0.639,439,50,1,139,2008,-0.3,5,Rob Bowen,0,5
13795,13795,0,25.285,0,2006,7,0,0,,0,0,0,0,2008,0.0,3,Chris Britton,0,2
13796,13796,2136,31.221,171,2002,705,561,87,0.775,2357,275,15,466,2008,4.4,7,Ben Broussard,0,6
13797,13797,0,27.159000000000002,0,2006,1,0,0,,0,0,0,0,2008,0.0,3,Andrew Brown,0,2
13798,13798,24,26.051,3,2007,15,1,0,0.231,27,0,1,11,2008,-0.5,2,Matthew Brown,0,1
13799,13799,0,30.052,0,2002,7,0,0,,0,0,0,0,2008,0.0,6,Ryan Bukvich,0,6
13800,13800,351,28.124000000000002,16,2005,188,82,6,0.654,377,54,18,108,2008,-1.3,4,Freddie Bynum,0,3
13802,13802,9,29.136,1,2006,14,2,1,0.856,10,5,0,1,2008,0.0,2,Andy Cannizaro,0,2
13803,13803,5,27.104,0,2004,85,0,0,0.0,5,0,0,4,2008,0.0,5,Jose Capellan,0,4
13806,13806,17,28.05,0,2007,15,3,0,0.353,17,2,0,7,2008,-0.1,2,Jack Cassel,0,1
13807,13807,1918,27.193,111,2004,592,487,39,0.675,2059,211,13,378,2008,-2.8,5,Jose Castillo,0,4
13808,13808,217,26.295,21,2007,82,42,2,0.54,239,16,1,53,2008,-1.6,2,Kory Casto,0,1
13809,13809,13,32.042,0,2008,10,2,0,0.308,13,0,0,5,2008,-0.1,1,Mike Cervenak,0,0
13810,13810,198,30.179000000000002,5,2001,227,30,1,0.363,224,13,0,78,2008,-0.2,8,Shawn Chacon,0,7
13811,13811,1,29.035999999999998,0,2007,12,0,0,0.0,1,0,0,0,2008,0.0,2,Rocky Cherry,0,1
13812,13812,2015,35.004,208,2000,785,559,36,0.7440000000000001,2322,264,48,252,2008,4.7,9,Brady Clark,0,8
13813,13813,302,34.101,28,2002,134,79,3,0.687,343,36,1,36,2008,0.9,6,Howie Clark,0,6
13814,13814,57,25.307,4,2006,46,11,1,0.575,62,4,1,23,2008,0.0,3,Buck Coats,0,2
13816,13816,34,25.084,4,2008,21,6,0,0.488,39,4,1,6,2008,-0.4,1,Callix Crabbe,0,0
13817,13817,0,26.334,0,2004,2,0,0,,0,0,0,0,2008,0.0,3,Francisco Cruceta,0,4
13819,13819,17,26.136,2,2008,18,3,0,0.44,19,2,0,4,2008,-0.3,1,Jamie D'Antona,0,0
13820,13820,17,28.135,0,2002,24,1,1,0.294,19,1,0,9,2008,-0.1,7,Jason Davis,0,6
13822,13822,0,24.156999999999996,0,2008,2,0,0,,0,0,0,0,2008,0.0,1,Jesus Delgado,0,0
13823,13823,37,22.34,5,2008,24,9,1,0.82,42,6,0,10,2008,0.1,1,Travis Denker,0,0
13824,13824,0,27.346,0,2007,2,0,0,,0,0,0,0,2008,0.0,2,Matt DeSalvo,0,1
13825,13825,0,28.09,0,2006,0,0,0,,0,0,0,0,2008,0.0,2,Jose Diaz,0,2
13827,13827,3,30.084,0,2004,96,0,0,0.25,5,0,0,2,2008,0.1,5,Scott Dohmann,0,4
13828,13828,113,32.249,10,2001,91,25,0,0.541,133,8,0,22,2008,0.9,8,Brandon Duckworth,0,7
13829,13829,143,24.055999999999997,7,2008,60,33,3,0.624,158,22,1,32,2008,-0.4,1,German Duran,0,0
13833,13833,554,30.142,36,2003,344,139,8,0.65,609,89,22,88,2008,-0.6,6,Jason Ellison,0,5
13834,13834,2204,32.273,332,2000,731,579,110,0.83,2580,340,22,436,2008,13.8,8,Morgan Ensberg,0,8
13835,13835,0,26.016,0,2008,15,0,0,,0,0,0,0,2008,0.0,1,Geno Espineli,0,0
13837,13837,2079,32.027,103,2001,612,576,42,0.7170000000000001,2244,198,0,228,2008,0.3,8,Johnny Estrada,0,7
13838,13838,411,27.254,28,2006,189,92,2,0.586,455,54,5,82,2008,-0.7,3,Brandon Fahey,0,2
13842,13842,0,31.264,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Kazuo Fukumori,0,0
13843,13843,4,26.08,0,2006,2,1,0,0.5,4,0,0,1,2008,0.0,3,Kason Gabbard,0,2
13845,13845,5,33.092,0,2002,71,0,0,0.0,5,0,0,3,2008,0.0,4,Lee Gardner,0,6
13846,13846,1,28.121,0,2002,23,0,0,0.0,1,0,0,1,2008,0.1,6,Franklyn German,0,6
13847,13847,14,30.223000000000003,2,2000,15,3,0,0.598,19,1,0,5,2008,0.2,7,Matt Ginter,0,8
13852,13852,726,25.278000000000002,60,2004,316,185,12,0.685,811,84,6,161,2008,-0.4,4,Ruben Gotay,0,4
13853,13853,0,26.105999999999998,0,2008,8,0,0,,0,0,0,0,2008,0.0,1,Carlos Guevara,0,0
13854,13854,2350,32.336,104,2000,686,616,46,0.6709999999999999,2514,211,2,216,2008,4.8,9,Toby Hall,0,8
13855,13855,0,30.236,0,2006,0,0,0,,0,0,0,0,2008,0.0,3,Devern Hansack,0,2
13856,13856,10,22.171,1,2008,6,1,0,0.382,11,1,0,1,2008,-0.2,1,Brad Harman,0,0
13858,13858,89,28.245,6,2007,60,22,0,0.564,95,13,5,23,2008,-0.7,2,Nathan Haynes,0,1
13859,13859,88,28.232,1,2004,149,20,2,0.563,97,6,1,27,2008,0.6,5,Brad Hennessey,0,4
13860,13860,0,23.256999999999998,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Fernando Hernandez,0,0
13861,13861,9,30.085,1,2002,6,1,0,0.311,11,0,0,3,2008,0.0,5,Runelvys Hernandez,0,6
13862,13862,50,26.219,1,2006,30,3,0,0.138,55,0,0,28,2008,-0.6,3,Jason Hirsh,0,2
13863,13863,23,26.022,1,2008,11,6,1,0.845,25,4,0,6,2008,0.2,1,Michael Hollimon,0,0
13864,13864,396,29.099,31,2006,168,125,1,0.738,440,60,17,43,2008,1.7,3,Norris Hopper,0,2
13865,13865,36,25.236,5,2008,21,8,2,0.698,42,5,0,10,2008,0.2,1,Brian Horwitz,0,0
13866,13866,60,28.281999999999996,1,2003,32,10,3,0.573,63,6,0,16,2008,-0.3,5,J.R. House,0,5
13867,13867,2,22.314,0,2008,1,1,0,1.0,2,0,0,1,2008,0.0,1,Eric Hurley,0,0
13868,13868,0,28.35,1,2007,2,0,0,,2,0,0,0,2008,0.1,2,Kei Igawa,0,1
13869,13869,1841,33.299,189,2005,493,494,44,0.7390000000000001,2079,267,48,387,2008,6.3,4,Tadahito Iguchi,0,3
13871,13871,5,27.337,1,2007,45,0,0,0.16699999999999998,6,0,0,3,2008,0.0,2,Kelvin Jimenez,0,1
13872,13872,9,28.201,0,2005,31,4,2,1.556,9,8,4,3,2008,0.3,4,Charlton Jimerson,0,3
13877,13877,20,29.138,0,2005,10,3,2,0.6,20,3,0,8,2008,-0.1,3,Ryan Jorgensen,0,3
13878,13878,39,24.049,5,2008,19,8,0,0.52,46,2,0,14,2008,0.0,1,Sean Kazmar,0,0
13881,13881,3,32.352,0,2001,5,0,0,0.0,4,0,0,2,2008,-0.1,3,Brandon Knight,0,7
13882,13882,50,26.124000000000002,3,2007,35,9,3,0.6759999999999999,55,5,0,22,2008,0.0,2,Joe Koshansky,0,1
13883,13883,0,22.13,0,2008,4,0,0,,0,0,0,0,2008,0.0,1,Eddie Kunz,0,0
13885,13885,1,26.024,0,2006,2,0,0,0.0,1,0,0,1,2008,0.0,3,Wes Littleton,0,2
13888,13888,1,33.161,0,2003,15,0,0,0.0,1,1,0,0,2008,0.2,5,Aquilino Lopez,0,5
13889,13889,0,25.188000000000002,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Devon Lowery,0,0
13890,13890,2328,31.351,227,2001,856,603,64,0.736,2618,307,49,586,2008,5.6,8,Rob Mackowiak,0,7
13891,13891,34,26.113000000000003,2,2008,18,11,1,0.802,36,3,1,10,2008,-0.1,1,Matt Macri,0,0
13893,13893,0,29.179000000000002,0,2008,56,0,0,,0,0,0,0,2008,0.0,1,Charlie Manning,0,0
13894,13894,0,27.234,0,2006,6,0,0,,0,0,0,0,2008,0.0,3,Tom Mastny,0,2
13895,13895,79,28.026,5,2008,45,18,1,0.561,88,7,0,11,2008,-0.7,1,Luis Maza,0,0
13897,13897,735,36.184,57,2000,311,172,24,0.679,799,76,1,193,2008,0.7,8,Adam Melhuse,0,8
13899,13899,217,26.04,16,2007,80,54,11,0.774,242,36,0,53,2008,0.4,2,Travis Metcalf,0,1
13901,13901,16,26.028000000000002,2,2007,10,1,0,0.22,19,2,0,5,2008,-0.3,2,Colt Morton,0,1
13902,13902,111,30.339000000000002,9,2000,63,18,1,0.435,131,10,0,45,2008,0.5,9,Mark Mulder,0,8
13903,13903,0,27.151,0,2007,19,0,0,,0,0,0,0,2008,0.0,2,Carlos Muniz,0,1
13904,13904,0,26.078000000000003,0,2007,0,0,0,,0,0,0,0,2008,0.0,2,A.J. Murray,0,1
13905,13905,1,27.278000000000002,0,2007,3,0,0,0.0,1,0,0,0,2008,0.0,2,Neal Musser,0,1
13907,13907,51,31.351999999999997,8,2005,52,8,1,0.534,61,3,0,17,2008,-0.2,3,Brian Myrow,0,3
13909,13909,0,26.070999999999998,0,2007,10,0,0,,0,0,0,0,2008,0.0,2,Josh Newman,0,1
13913,13913,120,25.287,4,2008,47,24,0,0.511,135,7,0,28,2008,-1.0,1,Ivan Ochoa,0,0
13914,13914,255,27.018,17,2005,124,65,6,0.721,278,25,5,68,2008,-0.7,4,Daniel Ortmeier,0,3
13915,13915,15,26.322,0,2005,100,2,0,0.267,17,1,0,9,2008,0.1,4,Franquelis Osoria,0,3
13916,13916,677,34.034,23,2000,309,191,3,0.677,728,83,29,70,2008,-1.4,7,Pablo Ozuna,0,8
13917,13917,4,25.069000000000003,0,2008,10,1,0,0.75,4,0,0,1,2008,0.1,1,Mike Parisi,0,0
13918,13918,0,29.090999999999998,0,2008,3,0,0,,0,0,0,0,2008,0.0,1,Scott Patterson,0,0
13919,13919,0,27.265,0,2007,23,0,0,,0,0,0,0,2008,0.0,2,Jailen Peguero,0,1
13922,13922,17,27.324,0,2008,4,2,0,0.353,17,0,0,4,2008,-0.5,1,Jason Perry,0,0
13923,13923,3,31.109,0,2001,4,0,0,0.0,3,0,0,2,2008,0.0,2,Adam Pettyjohn,0,7
13924,13924,1394,30.139,116,2000,465,380,64,0.815,1552,198,2,397,2008,3.2,8,Josh Phelps,0,8
13925,13925,557,31.169,34,2004,259,139,14,0.679,604,77,3,110,2008,0.5,5,Andy Phillips,0,4
13926,13926,0,25.208000000000002,0,2007,6,0,0,,0,0,0,0,2008,0.0,2,Carmen Pignatiello,0,1
13927,13927,278,28.156999999999996,14,2006,86,65,4,0.612,308,23,0,67,2008,-0.4,3,Mike Rabelo,0,2
13928,13928,39,25.128,2,2004,36,6,0,0.375,43,4,1,12,2008,0.0,5,Elizardo Ramirez,0,4
13929,13929,1,27.259,2,2005,8,0,0,0.667,3,0,0,1,2008,0.1,4,Darrell Rasner,0,3
13932,13932,0,28.026999999999997,0,2007,8,0,0,,0,0,0,0,2008,0.0,2,Jeff Ridgway,0,1
13934,13934,2101,29.021,126,2000,648,541,34,0.6809999999999999,2290,286,81,316,2008,-1.5,8,Luis Rivas,0,8
13936,13936,0,26.311999999999998,0,2007,6,0,0,,1,0,0,0,2008,0.0,2,Connor Robertson,0,1
13938,13938,1,24.315,0,2006,10,0,0,0.0,1,0,0,1,2008,0.0,3,Jae Kuk Ryu,0,2
13939,13939,41,29.12,1,2002,83,3,0,0.217,51,1,0,12,2008,-0.3,7,Kirk Saarloos,0,6
13940,13940,10,28.151,0,2008,10,2,1,0.8,11,1,0,3,2008,0.1,1,Mark Saccomanno,0,0
13941,13941,0,29.313000000000002,0,2006,0,0,0,,0,0,0,0,2008,0.0,3,Juan Salas,0,2
13942,13942,0,26.349,0,2008,11,0,0,,0,0,0,0,2008,0.0,1,Marino Salas,0,0
13943,13943,3,22.096999999999998,0,2008,3,0,0,0.0,3,0,0,1,2008,-0.1,1,Angel Salome,0,0
13944,13944,0,25.12,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Humberto Sanchez,0,0
13945,13945,4,29.275,0,2006,62,0,0,0.0,4,0,0,2,2008,0.0,3,Chris Schroder,0,2
13947,13947,0,27.058000000000003,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Alex Serrano,0,0
13949,13949,0,27.103,0,2006,0,0,0,,0,0,0,0,2008,0.0,2,Brian Slocum,0,2
13950,13950,225,26.186,34,2002,93,55,7,0.76,273,31,2,59,2008,0.5,5,Chris Snelling,0,6
13952,13952,2,30.209,0,2003,4,0,0,0.0,2,0,0,1,2008,0.0,5,Kyle Snyder,0,5
13953,13953,4,28.0,1,2007,24,0,0,0.2,8,0,0,2,2008,0.0,2,Levale Speigner,0,1
13955,13955,0,28.138,0,2006,9,0,0,,0,0,0,0,2008,0.0,2,Phil Stockman,0,2
13958,13958,5,25.224,0,2006,4,2,0,1.0,5,0,0,2,2008,0.2,3,Ty Taubenheim,0,2
13959,13959,118,25.16,9,2007,57,27,1,0.586,131,15,2,25,2008,-0.3,2,Curtis Thigpen,0,1
13961,13961,243,29.045,15,2004,97,55,5,0.626,261,20,1,26,2008,-1.1,4,Terry Tiffee,0,4
13963,13963,2,24.334,0,2008,2,0,0,0.0,2,0,0,2,2008,-0.1,1,Clay Timpner,0,0
13964,13964,9,25.112,0,2008,8,2,0,0.444,9,2,0,2,2008,-0.2,1,Eider Torres,0,0
13967,13967,1,28.175,0,2008,1,1,0,2.0,1,0,0,0,2008,0.1,1,Matt Tupman,0,0
13968,13968,2,30.096,0,2000,210,0,0,0.0,2,0,0,1,2008,0.1,7,Derrick Turnbow,0,8
13969,13969,1358,31.019000000000002,68,2000,440,373,1,0.637,1467,168,61,137,2008,2.4,8,Jason Tyner,0,8
13971,13971,21,28.103,3,2004,25,2,1,0.494,28,3,0,8,2008,0.2,3,John Van Benschoten,0,4
13974,13974,15,26.221999999999998,0,2003,247,1,0,0.133,18,0,0,7,2008,-0.1,6,Oscar Villarreal,0,5
13975,13975,3,31.326,0,2003,17,0,0,0.0,4,0,0,1,2008,-0.1,3,Les Walrond,0,5
13977,13977,19,29.326,3,2008,14,3,0,0.536,22,2,0,6,2008,-0.3,1,Rico Washington,0,0
13978,13978,0,27.295,0,2007,2,0,0,,0,0,0,0,2008,0.0,2,Ehren Wassermann,0,1
13979,13979,0,26.323,0,2008,2,0,0,,0,0,0,0,2008,0.0,1,Jared Wells,0,0
13980,13980,0,29.311,0,2007,0,0,0,,0,0,0,0,2008,0.0,2,Bill White,0,1
13981,13981,3187,31.119,492,2001,972,788,122,0.79,3753,500,53,947,2008,11.0,8,Brad Wilkerson,0,7
13982,13982,7,32.19,0,2000,175,2,0,0.5710000000000001,8,0,0,2,2008,0.1,8,Matt Wise,0,8
13984,13984,0,27.015,0,2005,6,0,0,,0,0,0,0,2008,0.0,4,Jake Woods,0,3
13985,13985,2,39.365,1,2005,60,0,0,0.33299999999999996,3,1,0,0,2008,0.1,2,Keiichi Yabu,0,3
13987,13987,0,28.351999999999997,0,2008,0,0,0,,0,0,0,0,2008,0.0,1,Charlie Zink,0,0
13988,13988,2,32.111,0,2006,25,0,0,0.0,2,0,0,1,2009,0.0,3,Winston Abreu,0,3
13989,13989,884,28.304000000000002,85,2004,286,218,17,0.685,993,125,15,118,2009,0.0,5,Russ Adams,0,5
13990,13990,0,22.226999999999997,0,2008,0,0,0,,0,0,0,0,2009,0.0,2,Nick Adenhart,0,1
13991,13991,799,27.206999999999997,65,2005,355,181,22,0.66,883,108,13,208,2009,-0.2,5,Brian Anderson,0,4
13992,13992,486,27.053,26,2007,179,132,4,0.665,519,73,36,82,2009,0.4,3,Josh Anderson,0,2
13994,13994,2,31.156999999999996,0,2004,125,0,0,0.0,2,0,0,0,2009,0.0,6,Greg Aquino,0,5
13995,13995,6,25.313000000000002,1,2007,61,0,0,0.14300000000000002,7,0,0,5,2009,0.0,3,Alberto Arias,0,2
13996,13996,135,27.171999999999997,10,2008,46,35,6,0.755,145,14,0,15,2009,0.2,2,Michael Aubrey,0,1
13998,13998,133,31.074,10,2002,109,34,4,0.731,158,22,1,48,2009,2.2,8,Brandon Backe,0,7
13999,13999,136,30.226999999999997,19,2007,56,31,6,0.773,159,25,0,39,2009,0.0,3,Jeff Bailey,0,2
14002,14002,511,25.092,44,2007,170,113,15,0.655,559,54,2,149,2009,0.5,3,Wladimir Balentien,0,2
14003,14003,1012,26.19,44,2006,309,267,16,0.6709999999999999,1075,133,35,188,2009,2.6,4,Josh Barfield,0,3
14006,14006,153,27.039,19,2008,83,41,2,0.746,179,23,3,39,2009,0.6,2,Brian Barton,0,1
14007,14007,11,25.124000000000002,1,2009,5,4,0,0.9620000000000001,12,2,0,4,2009,0.0,1,Aaron Bates,0,0
14008,14008,11,25.084,0,2005,12,0,0,0.0,11,0,0,4,2009,-0.1,4,Yorman Bazardo,0,4
14009,14009,13,27.105,1,2007,8,3,0,0.516,14,1,0,1,2009,-0.2,3,Edwin Bellorin,0,2
14010,14010,17,29.116,2,2004,159,2,0,0.387,20,0,0,7,2009,0.2,4,Jeff Bennett,0,5
14011,14011,2575,31.191,117,2001,746,665,46,0.677,2807,329,50,460,2009,1.0,9,Angel Berroa,0,8
14014,14014,0,26.037,0,2007,8,0,0,,0,0,0,0,2009,0.0,3,Lance Broadway,0,2
14017,14017,789,31.189,76,2003,512,182,11,0.633,895,115,31,157,2009,0.9,7,Eric Bruntlett,0,6
14018,14018,1267,29.088,113,2004,477,303,23,0.674,1443,176,40,243,2009,-1.2,6,Chris Burke,0,5
14019,14019,13,31.07,2,2005,51,1,0,0.27699999999999997,18,1,0,7,2009,0.0,3,Mike Burns,0,4
14020,14020,436,28.169,53,2007,164,116,8,0.6990000000000001,503,51,1,93,2009,0.5,3,Brian Buscher,0,2
14021,14021,0,24.29,0,2009,3,0,0,,0,0,0,0,2009,0.0,1,Josh Butler,0,0
14023,14023,26,28.128,2,2004,23,0,0,0.10300000000000001,32,0,0,24,2009,-0.2,6,Daniel Cabrera,0,5
14024,14024,6,34.268,0,2003,136,1,0,0.33299999999999996,6,1,0,2,2009,0.1,7,Kiko Calero,0,6
14025,14025,5,29.168000000000003,0,2007,57,0,0,0.0,5,0,0,4,2009,0.0,3,Kevin Cameron,0,2
14026,14026,45,30.291,1,2005,43,8,0,0.396,51,4,0,16,2009,0.2,5,Jorge Campillo,0,4
14027,14027,21,29.252,0,2009,5,4,0,0.429,21,1,0,6,2009,-0.4,1,Barbaro Canizares,0,0
14028,14028,3,25.116,0,2009,3,0,0,0.0,3,0,0,1,2009,0.0,1,Cesar Carrillo,0,0
14029,14029,35,25.019000000000002,1,2008,22,11,0,0.6759999999999999,37,6,0,5,2009,0.0,2,Wilkin Castillo,0,1
14031,14031,2056,30.153000000000002,112,2001,680,565,33,0.7070000000000001,2217,244,18,230,2009,-2.2,9,Alex Cintron,0,8
14032,14032,0,25.08,0,2009,1,0,0,,0,0,0,0,2009,0.0,1,Anthony Claggett,0,0
14034,14034,25,33.319,0,2002,173,3,0,0.28,25,2,0,15,2009,0.0,6,Clay Condrey,0,7
14035,14035,3,29.070999999999998,1,2003,24,0,0,0.25,4,0,0,3,2009,0.1,5,Roy Corcoran,0,6
14036,14036,806,36.24,52,2006,299,219,23,0.7440000000000001,885,83,0,157,2009,1.1,4,Chris Coste,0,3
14037,14037,3101,31.14,199,2000,888,787,140,0.748,3377,392,4,459,2009,14.7,10,Joe Crede,0,9
14038,14038,0,28.107,0,2009,0,0,0,,0,0,0,0,2009,0.0,1,Daniel Davidson,0,0
14039,14039,1,25.029,0,2007,3,1,0,2.0,1,0,0,0,2009,0.1,2,Dave Davidson,0,2
14042,14042,139,26.015,3,2008,44,39,1,0.659,148,9,1,11,2009,0.5,2,Robinzon Diaz,0,1
14043,14043,217,34.001999999999995,22,2005,137,57,3,0.722,246,35,1,47,2009,0.7,4,Joe Dillon,0,4
14044,14044,5,30.013,0,2004,6,1,0,0.4,5,0,0,3,2009,0.1,6,Lenny DiNardo,0,5
14045,14045,3,26.213,0,2009,5,0,0,0.0,3,1,0,2,2009,0.0,1,Brent Dlugach,0,0
14046,14046,1,26.215,0,2008,6,0,0,0.0,1,0,0,1,2009,0.0,2,Freddy Dolsi,0,1
14047,14047,713,29.024,51,2005,212,187,6,0.675,791,102,41,148,2009,2.2,4,Chris Duffy,0,4
14048,14048,824,25.1,129,2007,240,199,31,0.7709999999999999,970,113,18,197,2009,1.9,3,Elijah Dukes,0,2
14049,14049,1147,28.076,160,2005,389,295,55,0.805,1317,164,4,316,2009,2.8,5,Chris Duncan,0,4
14051,14051,341,31.274,33,2000,208,66,3,0.5429999999999999,403,30,5,113,2009,3.0,10,Adam Eaton,0,9
14055,14055,85,26.128,8,2009,24,19,2,0.667,97,13,0,17,2009,-0.6,1,Tommy Everidge,0,0
14057,14057,148,26.173000000000002,17,2005,58,40,1,0.6659999999999999,173,23,4,29,2009,0.7,4,Jeff Fiorentino,0,4
14059,14059,335,32.295,13,2001,227,40,0,0.28600000000000003,404,21,1,113,2009,-1.0,9,Josh Fogg,0,8
14060,14060,46,31.11,1,2001,46,4,0,0.193,51,3,0,16,2009,-0.2,9,Casey Fossum,0,8
14062,14062,1983,33.149,222,2001,594,532,22,0.723,2274,306,143,350,2009,8.8,8,Ryan Freel,0,8
14063,14063,0,24.362,0,2009,4,0,0,,0,0,0,0,2009,0.0,1,Victor Garate,0,0
14065,14065,17,32.26,1,2003,271,2,0,0.34299999999999997,18,2,0,10,2009,0.1,7,Geoff Geary,0,6
14066,14066,33,26.055,3,2008,22,5,0,0.40399999999999997,41,3,0,14,2009,0.2,2,Josh Geer,0,1
14067,14067,0,31.361,0,2007,9,0,0,,0,0,0,0,2009,0.0,3,Dan Giese,0,2
14069,14069,2,27.351,0,2003,13,0,0,0.0,3,0,0,1,2009,0.1,7,Jimmy Gobble,0,6
14070,14070,225,27.291999999999998,31,2007,91,41,3,0.539,257,21,1,70,2009,-1.7,3,Andy Gonzalez,0,2
14071,14071,478,31.112,36,2008,193,122,11,0.693,522,54,2,112,2009,0.2,2,Edgar Gonzalez,0,1
14073,14073,25,28.285999999999998,1,2009,31,5,0,0.42200000000000004,27,6,1,12,2009,-0.3,1,Reid Gorecki,0,0
14074,14074,17,29.01,1,2004,43,0,0,0.055999999999999994,20,0,0,11,2009,-0.2,5,Mike Gosling,0,5
14076,14076,230,32.045,26,2004,140,46,2,0.547,265,33,2,41,2009,-1.3,4,Andy Green,0,5
14077,14077,2567,29.348000000000003,190,2003,736,628,90,0.723,2835,322,25,556,2009,8.4,7,Khalil Greene,0,6
14079,14079,22,27.268,0,2006,88,2,0,0.22699999999999998,26,0,0,7,2009,-0.1,4,Angel Guzman,0,3
